trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.2, 'e': 0.024972002042276155}",20,11,14.67615120187575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.024723526470339388}",20,6,26.550961739544178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.02447752327165267}",30,15,22.63971104377588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.024233967845691113}",25,10,24.49408757297306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.023992835836709175}",30,19,17.5058668936175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.023754103131304997}",20,10,18.587803852576858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.023517745856009107}",30,0,45.97730101741165,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.023283740374897}",20,0,30.159066670279145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.2, 'e': 0.02305206328722557}",20,2,12.460340247118285,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.02282269142509297}",30,21,19.715343578896903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.022595601851121864}",20,0,14.205009665986758,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
380,False,"{'a': 0.2, 'e': 0.02237077185616559}",25,16,14.970128437514969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.022148178957037315}",20,14,9.30724808435761,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.02192780089426161}",20,11,15.488333972763717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.02170961562984857}",20,12,13.664127826951734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.021493601345089923}",35,5,46.43078922753049,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.02127973643837717}",30,19,19.390705594551832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.021067999523041434}",25,7,31.188704166797258,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.020858369425214716}",20,0,29.99395511630074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.2, 'e': 0.020650825181712566}",20,7,-19.313720392150195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.2, 'e': 0.020445346037937653}",25,2,37.758460920663225,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.02024191144580439}",30,4,42.69359121373577,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.020040501061684014}",30,21,15.074559959072017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.019841094744370288}",25,0,24.085947913341474,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
393,False,"{'a': 0.2, 'e': 0.019643672553065292}",25,0,40.523061073299004,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.2, 'e': 0.01944821474538539}",25,2,41.38460569495922,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.01925470177538692}",20,0,24.875532257841595,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.2, 'e': 0.019063114291611637}",20,0,30.244737596923823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.018873433135151486}",20,14,13.03991588386964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.018685639337732773}",25,13,-21.031615502056727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.2, 'e': 0.018499714119819242}",20,12,14.55409488612586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.01831563888873418}",25,10,-17.918556363629182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.2, 'e': 0.018133395236801075}",20,9,19.05270113642411,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.01795296493950285}",25,17,15.351106613856796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.01777432995365944}",25,19,9.227919459364948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.017597472415623393}",25,1,35.156029218987356,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.017422374639493515}",25,7,5.63140135029733,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.017249019115346265}",20,10,4.988014852332042,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.017077388507484793}",30,11,35.552292197527656,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.01690746565270528}",20,8,25.213922295083847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.016739233558580632}",20,6,24.788154382861087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.016572675401761255}",20,2,4.912911771963591,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.016407774526292645}",20,0,35.72814734214375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.2, 'e': 0.01624451444194987}",20,16,7.247480495596188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.016082878822588433}",25,15,17.1353479989251,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.015922851504511698}",20,0,27.750390285901478,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.2, 'e': 0.015764416484854486}",20,9,20.980443435442503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.01560755791998283}",25,15,20.381683751025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.015452260123909515}",35,18,25.026415364500785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.015298507566725518}",30,15,26.22564645437596,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.01514628487304698}",25,4,37.753960784686505,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.014995576820477703}",20,0,29.617256370931717,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
421,False,"{'a': 0.2, 'e': 0.014846368338086832}",20,13,13.900069611817795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.014698644504901784}",20,8,22.97292633546252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.014552390548416123}",20,12,14.365407720014014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.01440759184311235}",25,0,33.92449035403402,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.2, 'e': 0.014264233908999256}",20,16,7.535028397686693,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.014122302410163962}",30,0,41.530182052511876,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.2, 'e': 0.013981783153338296}",35,0,39.99031221608645,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
428,False,"{'a': 0.2, 'e': 0.013842662086479501}",20,10,20.517373966344056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.013704925297364945}",30,10,32.11196977318184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.013568559012200934}",25,16,15.487742026570407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.013433549594245302}",20,15,10.530667080877649,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.013299883542443767}",25,5,31.854252463070466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.013167547490079751}",25,17,6.607030721309536,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.013036528203437736}",20,3,28.17601274151146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.012906812580479862}",30,15,23.723913875491647,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.01277838764953576}",20,7,21.03240277938044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.012651240568005305}",25,8,24.424533838074183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.012525358621074385}",20,3,28.11963461127782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.012400729220443406}",25,8,31.070509446819067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.012277339903068436}",20,8,6.433175014863834,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.012155178329914935}",20,12,16.145316338499963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.012034232284723775}",25,0,37.40638643852559,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.2, 'e': 0.011914489672789647}",20,12,14.157044948352418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.011795938519751562}",20,0,30.91686898358975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.2, 'e': 0.011678566970395442}",20,14,10.640137727287595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.011562363287468536}",20,16,4.711571113176801,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.01144731585050571}",25,5,24.28066494096366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.011333413154667387}",25,11,23.652611356653683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.011220643809589084}",30,19,15.358542305513446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.011108996538242306}",20,16,6.265100070529646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.010998460175806881}",20,6,25.57153402648731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.01088902366855444}",30,11,27.745240213888618,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.010780676072743084}",25,0,-45.51166020215057,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
454,False,"{'a': 0.2, 'e': 0.010673406553522925}",30,4,37.73295005395536,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.010567204383852655}",20,16,6.201382163820529,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.010462058943426795}",25,0,24.927972679081005,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
457,False,"{'a': 0.2, 'e': 0.010357959717613696}",20,9,22.43736078223483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.010254896296404022}",20,14,12.522204402891141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.010152858373369763}",20,14,9.861373289446483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.010051835744633576}",20,6,26.157649333212998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.00995181830784842}",30,6,39.70356737743674,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,14.880446913093863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,30.844755776935752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,12,23.542983537962943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,20,12.613921065160453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,15,11.701377949671203,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,15,20.710370069905146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,23.91915144945878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,11,14.838736467479759,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,9.80959630515526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,21.60215568220783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,7,48.68208603191629,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,2,31.584827514200004,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,11,39.74910987986752,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,13,11.586774588807717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",35,18,25.40416794822199,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,12,16.924986023295286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,26.588163326889678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",20,11,18.405892773731555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,17,13.379057743711922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,10,19.73901732952039,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
